,shelter_zip_code,shelter_city,shelter_description,shelter_name,shelter_state,shelter_website,state_abbr
997,89009,Henderson,"We are a rescue focusing on dachshunds, dachshund mixes, and other small dogs that are in the shelters or surrendered by their owners. We have a 100% spay/neuter policy. We vaccinated, microchip, perform dentals as needed and have also performed orthopaedic surgeries, cherry eye surgeries, tumor removal, and other medical procedures as needed. Once a dog enters our rescue, he or she remains our focus for the remainder of their lives. We adopt them to forever homes on a contract with a strict return policy. We have no physical address, as we operate solely out of foster homes.  Contact: Stephanie Gregerson, 702-528-6212",On My Way Home Dachshund Rescue,Nevada,http://onmywayhomerescue.com,NV
998,89451,Incline Village,"401 Village Boulevard Incline Village, NV 89451   Vision: Pet Network is a recognized leader in animal rescue, adoption, and education. Through compassion, respect, and responsibility we provide professional programs and services that benefit animals and people in our community.   Mission: Pet Network rescues adoptable animals from euthanasia, connects abandoned animals with loving families, instills respect for animals through education and promotes quality of life through animal companionship.",Pet Network,Nevada,http://www.petnetwork.org/,NV
999,89512,Reno,"The SPCA, founded in 1998, is Reno's original no-kill animal shelter. Our mission is to be an innovative regional leader in responsible treatment of homeless dogs and cats, primarily through their rescue and placement in forever loving homes and by promoting spaying and neutering to control pet over population. We accomplish our mission with dedication to our core values and a lifetime commitment to our animals.   Address:  4950 Spectrum Blvd. Reno, NV 89512  Call Us: (775) 324-7773",SPCA of Northern Nevada,Nevada,http://www.spcanevada.org/,NV
1000,89418,Imlay,"PO Box 232  Imlay NV, 89418   Unicorn Point Animal Sanctuary is a No-Kill Care for Life pet sanctuary. Given the space and resources, we will take in just about any type of animal that can be considered a pet. Not just your average dogs and cats, but we have also had sheep, goats, horses, pot bellied pigs, turkeys, chicken, pheasants, and various other fowl. We have also had numerous small furry rodents and a scaly creature or two. We are currently home for a miniature horse, a lama and a beautiful pair of emu. We have taken in animals from other states as well. At the moment we have cats from Seattle, Dallas, Boston, Utah, and Lelani came to us all the way from Hawaii. Now, not all of these animals are available for adoption. When we take in an animal, we feel we are making a commitment to caring for that animal for the rest of it's natural life. We will asses that animals character and temperament as well as it's physical and emotional needs to determine its adoptability. If there are no barriers to adoption, a suitable home will be sought. This could take days, weeks, or months. We have had some animals in our program for years before just the right home came along. And if the right home does not present itself, we will simply keep that critter ourselves, giving it all the loving attention it needs.  Until our financial situation has improved, we are unable to accept any new animals.",Unicorn Point Animal Sanctuary,Nevada,http://www.petfinder.com/shelters/OR04.html,NV
1001,35610,Anderson,"The Above the Notch Humane Society was established due to an ever-increasing need for an animal shelter for Littleton and the immediately surrounding area. We have gained non-profit corporation status in the state of New Hampshire, gained tax-exempt status with the Internal Revenue Service (501 (c)3 status), and run our own shelter.   Address: PO Box 456,  Littleton, NH 03561-0456 Phone: 603-444-6241",Above the Notch Humane Society,New-Hampshire,http://www.atnhs.org/,NH
1002,31100,Bedford,"The Animal Rescue League of New Hampshire is a non-profit organization, incorporated in 1904, with the mission to protect, rescue &amp; adopt animals to the public. The ARLNH receives no Federal or State funds for support and is solely dependent upon fundraising events and private donations to support its cause.  We are a limited admissions shelter. We do not euthanize animals to make room for more. Occasionally, we have to stop admissions until we have room for animals. Homeless pets stay here until they find a home. This could mean a year or more or it could be a day. It is all about the animals so flexibility is critical.   Address: 545 Route 101 Bedford, NH 03110  Call Us: 603.472.DOGS (3647)",Bedford Animal Rescue league,New-Hampshire,http://www.rescueleague.org,NH
1003,30790,Salem,"Feline Friends is an all volunteer, non-profit organization licensed by the New Hampshire Department of Agriculture. We are a group of people who share a common bond- a respect and compassion for felines. We are dedicated to ending the suffering of the stray cat/kitten population. We do not have a shelter so we open our homes to strays for rehabilitation. We supply medical needs, food, litter and lots of love. Finally, we work very hard to find the most suitable homes for our newly socialized friends.   Address: P.O. Box 2452 Salem, NH 03079",Feline Friends,New-Hampshire,http://www.petfinder.com/shelters/NH32.html,NH
1004,31050,Knoxville,"We believe all animals are deserving of life, respect and care. Our goal is zero-population-growth through spay/neuter programs and services that focus on education, medical care, fostering and adoption. Friends of Manchester Animal Shelter is a non-profit organization which started in 1996. The shelter takes in homeless, abused, and abandoned animals in the city of Manchester. We provide shelter, medical care, and spay/neuter to every animal that comes through our doors. Over the past 15 years the shelter has helped provide care and find loving homes for over 15,000 animals.  Address: 490 Dunbarton Road Manchester, NH 03105 Phone: (603) 628-3544 Fax: (603) 628-3624 Email:",Friends of the Manchester Animal Shelter,New-Hampshire,http://www.manchesteranimalshelter.org,NH
1005,30640,Nashua,"The Humane Society for Greater Nashua is a 501(c)(3) private nonprofit corporation supported by tax-deductible donations. We are dedicated to the creation and maintenance of a responsible and humane two- and four-footed community. We provide for and protect abandoned, abused, neglected and unwanted animals and promote animal welfare through programs and services that mutually benefit animals and people.   We ensure that the pets that are living here “temporarily” are treated as though this were their permanent home ensuring medical care, food, a warm bed, toys and most importantly, plenty of love. Our ultimate goal is to find loving homes for all our pets.   Address: 24 Ferry Rd Nashua, New Hampshire 03064  Call Us: 603-889-2275",Greater Nashua Humane Society,New-Hampshire,http://www.hsfn.org,NH
1006,18790,Tyngsboro,"PO Box 638 Tyngsboro,MA 01879  Kitty Angels is a no-kill shelter dedicated to rescuing stray and abandoned cats, furnishing them with treatment for injuries or other health problems, and placing them into life-long, loving homes with compatible owners.",Kitty Angels,New-Hampshire,http://www.kittyangels.org/,NH
1007,35840,Lancaster,"62 Martin Meadow Pond Road Lancaster, New Hampshire  The Lancaster Humane Society is a non-profit, tax-exempt organization, organized and incorporated in June of 1984. In 1994 we built and later opened door of our new shelter.  We are a private shelter, privately funded. The Lancaster Humane Society is not associated with any other humane societies or shelters. Even though we do not have a large animal shelter, we serve Coos and Grafton counties and take some really needy animals from Vermont and other places. It is truly heroic task to do our job, because we operate in rural areas, where communities are spread far apart with many people living in the country. It is also harder to receive donations in economically depressed area.  Lancaster Humane Society strives to live up to our motto ""We are small, But we care BIG! "". LHS operates its facility as a no-kill animal shelter, believing that even life of companion animals is special and should no be just thrown away. There are always other options. Exception to no-kill policy must be made when the animal is suffering from terminal illness or is viscous beyond rehabilitation.",Lancaster Humane Society,New-Hampshire,http://www.animalshelter.org/shelters/Lancaster_Humane_Society_rId2958_rS_pC.html,NH
